Gender,Age,Family_ID,Work_ID,School_ID,Work_Status,School_Status,Infection_Status
0,39,8089,2947,,1,0,S
0,37,8089,2732,,1,0,S
0,21,8089,94,,1,0,S
1,75,8090,,,-2,0,S
0,89,8091,,,-2,0,S
1,3,8091,,39,-1,5,S
1,27,8091,3113,,1,0,S
0,28,8091,,,0,0,S
0,61,8092,2432,,1,0,S
0,59,8093,3904,,1,0,S
0,91,8093,,,-2,0,S
0,65,8094,2930,,1,0,S
0,35,8095,2962,,1,0,S
0,64,8095,3065,,1,0,S
1,79,8095,,,-2,0,S
0,51,8095,338,,1,0,S
1,92,8096,,,-2,0,S
1,41,8098,2345,,1,0,S
1,89,8098,,,-2,0,S
1,97,8099,,,-2,0,S
1,36,8099,496,,1,0,S
0,31,8100,2582,,1,0,S
1,57,8100,782,,1,0,S
1,58,8100,4453,,1,0,S
1,82,8100,,,-2,0,S
1,16,8101,,16,-1,1,S
1,38,8101,2072,,1,0,S
1,99,8101,,,-2,0,S
0,85,8101,,,-2,0,S
0,31,8101,1320,,1,0,S
0,45,8102,2217,,1,0,S
0,73,8102,,,-2,0,S
0,61,8102,3112,,1,0,S
1,57,8102,,,0,0,S
1,35,8102,3876,,1,0,S
1,93,8103,,,-2,0,S
1,38,8103,2949,,1,0,S
1,48,8103,1724,,1,0,S
0,77,8103,,,-2,0,S
0,26,8104,,,0,0,S
0,7,8104,,56,-1,3,S
1,33,8104,1613,,1,0,S
1,89,8104,,,-2,0,S
1,25,8105,4189,,1,0,S
0,85,8106,,,-2,0,S
0,85,8106,,,-2,0,S
0,37,8106,1225,,1,0,S
1,45,8106,711,,1,0,S
0,60,8106,404,,1,0,S
0,10,8106,,50,-1,3,S
1,23,8108,2017,,1,0,S
0,33,8109,4791,,1,0,S
1,45,8109,2507,,1,0,S
1,65,8109,3161,,1,0,S
0,10,8109,,12,-1,3,S
0,79,8110,,,-2,0,S
1,89,8110,,,-2,0,S
1,34,8111,4380,,1,0,S
0,72,8112,,,-2,0,S
0,41,8113,850,,1,0,S
0,16,8113,,56,-1,1,S
1,54,8113,791,,1,0,S
0,49,8113,558,,1,0,S
1,18,8114,2375,,1,0,S
1,63,8114,957,,1,0,S
0,7,8114,,29,-1,3,S
0,11,8115,,42,-1,3,S
0,14,8115,,46,-1,2,S
1,80,8116,,,-2,0,S
0,75,8116,,,-2,0,S
0,48,8116,573,,1,0,S
0,87,8117,,,-2,0,S
0,29,8117,,,0,0,S
1,40,8117,2256,,1,0,S
0,84,8117,,,-2,0,S
0,22,8118,611,,1,0,S
1,59,8118,3716,,1,0,S
0,15,8118,,26,-1,1,S
0,70,8119,,,-2,0,S
1,94,8120,,,-2,0,S
1,5,8120,,22,-1,4,S
1,23,8121,3828,,1,0,S
0,52,8121,4298,,1,0,S
0,45,8121,278,,1,0,S
1,64,8122,371,,1,0,S
1,34,8122,2906,,1,0,S
1,66,8122,,,-2,0,S
1,85,8122,,,-2,0,S
1,12,8123,,44,-1,2,S
0,31,8124,1669,,1,0,S
1,90,8124,,,-2,0,S
1,37,8124,1293,,1,0,S
0,60,8124,4033,,1,0,S
1,22,8124,1343,,1,0,S
0,0,8125,,45,-1,6,S
0,18,8125,3875,,1,0,S
1,52,8125,1102,,1,0,S
1,86,8125,,,-2,0,S
0,66,8126,,,-2,0,S
1,58,8127,1279,,1,0,S
1,69,8127,,,-2,0,S
1,59,8128,1257,,1,0,S
0,59,8128,3889,,1,0,S
0,82,8129,,,-2,0,S
0,25,8129,4308,,1,0,S
1,82,8130,,,-2,0,S
1,97,8131,,,-2,0,S
0,36,8131,1454,,1,0,S
1,71,8131,,,-2,0,S
1,35,8131,1388,,1,0,S
0,17,8132,,14,-1,1,S
0,82,8132,,,-2,0,S
1,23,8132,2880,,1,0,S
1,37,8132,,,0,0,S
0,54,8133,3223,,1,0,S
1,93,8134,,,-2,0,S
0,84,8134,,,-2,0,S
0,80,8134,,,-2,0,S
0,75,8135,,,-2,0,S
1,53,8135,,,0,0,S
0,7,8136,,56,-1,3,S
1,20,8136,4053,,1,0,S
1,66,8136,,,-2,0,S
0,20,8137,189,,1,0,S
0,76,8137,,,-2,0,S
0,51,8138,3479,,1,0,S
1,78,8138,,,-2,0,S
0,15,8138,,44,-1,1,S
0,43,8139,3597,,1,0,S
1,63,8139,1244,,1,0,S
1,85,8139,,,-2,0,S
0,5,8139,,6,-1,4,S
0,4,8140,,2,-1,4,S
0,84,8140,,,-2,0,S
1,37,8140,2985,,1,0,S
0,23,8140,4548,,1,0,S
1,96,8141,,,-2,0,S
0,52,8141,3965,,1,0,S
0,50,8141,,,0,0,S
1,58,8142,2630,,1,0,S
0,1,8142,,54,-1,6,S
0,59,8142,2600,,1,0,S
0,17,8143,,36,-1,1,S
1,75,8143,,,-2,0,S
1,90,8143,,,-2,0,S
1,30,8144,3653,,1,0,S
0,43,8144,554,,1,0,S
1,17,8145,,23,-1,1,S
0,72,8145,,,-2,0,S
1,60,8145,3972,,1,0,S
0,40,8146,440,,1,0,S
1,52,8146,1524,,1,0,S
0,32,8146,4394,,1,0,S
1,91,8146,,,-2,0,S
1,8,8146,,4,-1,3,S
1,31,8147,,,0,0,S
0,66,8147,,,-2,0,S
0,34,8148,2344,,1,0,S
1,70,8148,,,-2,0,S
0,49,8148,2498,,1,0,S
0,18,8148,3215,,1,0,S
1,56,8149,1715,,1,0,S
0,22,8149,3742,,1,0,S
0,22,8149,1363,,1,0,S
1,79,8150,,,-2,0,S
0,97,8150,,,-2,0,S
1,67,8150,,,-2,0,S
0,79,8150,,,-2,0,S
0,40,8150,1796,,1,0,S
0,57,8150,4005,,1,0,S
1,97,8150,,,-2,0,S
0,89,8150,,,-2,0,S
0,59,8151,2755,,1,0,S
1,74,8151,,,-2,0,S
1,0,8151,,41,-1,6,S
0,32,8152,,,0,0,S
0,9,8152,,54,-1,3,S
0,81,8153,,,-2,0,S
1,26,8153,3007,,1,0,S
1,84,8153,,,-2,0,S
0,28,8154,,,0,0,S
0,39,8156,3530,,1,0,S
1,39,8156,3691,,1,0,S
1,82,8156,,,-2,0,S
1,69,8156,,,-2,0,S
0,44,8156,2652,,1,0,S
1,30,8157,260,,1,0,S
1,84,8157,,,-2,0,S
1,20,8157,2485,,1,0,S
1,41,8157,2198,,1,0,S
1,33,8158,1657,,1,0,S
0,37,8158,2787,,1,0,S
0,96,8158,,,-2,0,S
1,17,8159,,28,-1,1,S
0,26,8160,2695,,1,0,S
1,37,8160,1189,,1,0,S
0,86,8160,,,-2,0,S
0,42,8160,169,,1,0,S
0,88,8161,,,-2,0,S
1,55,8162,1587,,1,0,S
0,39,8162,3526,,1,0,S
0,54,8162,,,0,0,S
0,75,8162,,,-2,0,S
1,87,8163,,,-2,0,S
1,57,8163,,,0,0,S
1,59,8163,118,,1,0,S
1,44,8164,2842,,1,0,S
0,50,8164,4507,,1,0,S
1,47,8164,2503,,1,0,S
1,98,8164,,,-2,0,S
1,89,8164,,,-2,0,S
1,54,8165,,,0,0,S
1,56,8165,,,0,0,S
0,39,8165,,,0,0,S
1,92,8165,,,-2,0,S
0,97,8166,,,-2,0,S
1,52,8166,486,,1,0,S
1,60,8166,1757,,1,0,S
0,74,8167,,,-2,0,S
0,47,8167,,,0,0,S
0,40,8167,,,0,0,S
1,56,8168,3293,,1,0,S
1,11,8168,,9,-1,3,S
1,54,8168,1397,,1,0,S
0,33,8168,1066,,1,0,S
1,44,8169,,,0,0,S
0,77,8169,,,-2,0,S
0,35,8169,3323,,1,0,S
0,80,8170,,,-2,0,S
1,42,8170,3620,,1,0,S
0,44,8170,1292,,1,0,S
0,54,8170,1142,,1,0,S
1,19,8171,4671,,1,0,S
0,80,8171,,,-2,0,S
0,43,8172,2315,,1,0,S
0,85,8172,,,-2,0,S
0,83,8173,,,-2,0,S
0,40,8173,2461,,1,0,S
1,7,8173,,6,-1,3,S
1,93,8173,,,-2,0,S
1,14,8174,,11,-1,2,S
0,75,8174,,,-2,0,S
0,90,8174,,,-2,0,S
0,76,8174,,,-2,0,S
1,77,8175,,,-2,0,S
1,66,8175,,,-2,0,S
0,24,8175,479,,1,0,S
1,15,8176,,31,-1,1,S
0,31,8176,2992,,1,0,S
0,4,8176,,31,-1,4,S
0,38,8177,1454,,1,0,S
0,13,8177,,19,-1,2,S
0,22,8177,540,,1,0,S
0,19,8177,,,0,0,S
1,44,8178,2799,,1,0,S
1,49,8178,1876,,1,0,S
0,87,8178,,,-2,0,S
1,56,8179,4798,,1,0,S
0,73,8179,,,-2,0,S
1,14,8179,,25,-1,2,S
0,66,8179,,,-2,0,S
1,63,8180,630,,1,0,S
0,92,8180,,,-2,0,S
1,20,8180,4658,,1,0,S
1,11,8180,,32,-1,3,S
0,70,8181,,,-2,0,S
0,70,8182,,,-2,0,S
1,46,8182,568,,1,0,S
1,22,8182,4741,,1,0,S
1,15,8182,,48,-1,1,S
0,53,8182,2255,,1,0,S
1,5,8183,,39,-1,4,S
0,65,8184,2724,,1,0,S
0,60,8184,2767,,1,0,S
1,93,8184,,,-2,0,S
1,27,8184,632,,1,0,S
1,80,8185,,,-2,0,S
1,18,8185,,,0,0,S
1,78,8185,,,-2,0,S
0,66,8185,,,-2,0,S
1,44,8186,2714,,1,0,S
0,21,8187,3581,,1,0,S
0,79,8187,,,-2,0,S
1,29,8187,817,,1,0,S
1,53,8187,1728,,1,0,S
1,24,8187,3406,,1,0,S
1,63,8188,2910,,1,0,S
0,89,8188,,,-2,0,S
0,24,8189,,,0,0,S
0,14,8189,,24,-1,2,S
1,82,8189,,,-2,0,S
1,57,8190,772,,1,0,S
1,41,8190,2205,,1,0,S
0,80,8190,,,-2,0,S
0,55,8190,2518,,1,0,S
1,90,8191,,,-2,0,S
0,22,8191,1089,,1,0,S
1,50,8191,,,0,0,S
0,16,8192,,7,-1,1,S
1,56,8192,,,0,0,S
1,70,8192,,,-2,0,S
0,64,8192,,,0,0,S
0,53,8193,1945,,1,0,S
0,42,8193,1426,,1,0,S
0,74,8194,,,-2,0,S
1,34,8194,1883,,1,0,S
0,83,8195,,,-2,0,S
0,5,8195,,8,-1,4,S
0,42,8195,3234,,1,0,S
0,46,8195,3898,,1,0,S
0,15,8195,,16,-1,1,S
1,59,8196,2648,,1,0,S
1,39,8196,2419,,1,0,S
1,90,8196,,,-2,0,S
1,99,8197,,,-2,0,S
1,75,8197,,,-2,0,S
0,10,8197,,15,-1,3,S
0,93,8197,,,-2,0,S
1,35,8197,4657,,1,0,S
0,44,8197,833,,1,0,S
0,50,8198,398,,1,0,S
0,22,8198,1219,,1,0,S
1,37,8198,4368,,1,0,S
1,39,8198,3810,,1,0,S
0,17,8198,,16,-1,1,S
1,71,8198,,,-2,0,S
1,93,8198,,,-2,0,S
1,52,8199,4033,,1,0,S
0,24,8200,4635,,1,0,S
0,71,8200,,,-2,0,S
1,67,8200,,,-2,0,S
1,87,8200,,,-2,0,S
0,85,8201,,,-2,0,S
0,28,8201,1741,,1,0,S
0,70,8201,,,-2,0,S
0,39,8201,3762,,1,0,S
1,35,8202,3070,,1,0,S
0,19,8203,2660,,1,0,S
0,30,8203,4213,,1,0,S
0,22,8203,953,,1,0,S
1,57,8203,3765,,1,0,S
1,55,8205,1857,,1,0,S
0,46,8205,2527,,1,0,S
0,40,8205,2882,,1,0,S
1,46,8206,3999,,1,0,S
1,59,8206,4663,,1,0,S
0,33,8206,3536,,1,0,S
1,53,8206,2390,,1,0,S
1,69,8206,,,-2,0,S
1,66,8207,,,-2,0,S
0,5,8207,,50,-1,4,S
1,99,8207,,,-2,0,S
0,11,8207,,25,-1,3,S
0,56,8208,2088,,1,0,S
0,16,8208,,39,-1,1,S
1,21,8209,,,0,0,S
0,42,8209,1923,,1,0,S
0,30,8210,,,0,0,S
0,80,8210,,,-2,0,S
1,37,8210,1964,,1,0,S
0,7,8211,,56,-1,3,S
1,44,8211,,,0,0,S
0,94,8212,,,-2,0,S
0,7,8213,,59,-1,3,S
1,51,8213,4286,,1,0,S
1,84,8213,,,-2,0,S
1,58,8214,1496,,1,0,S
1,48,8214,3779,,1,0,S
0,70,8215,,,-2,0,S
0,83,8215,,,-2,0,S
1,69,8216,,,-2,0,S
1,46,8216,1581,,1,0,S
0,15,8216,,16,-1,1,S
1,16,8216,,57,-1,1,S
0,74,8216,,,-2,0,S
0,21,8217,4665,,1,0,S
1,36,8217,4524,,1,0,S
1,0,8218,,50,-1,6,S
1,53,8219,4092,,1,0,S
0,37,8220,2093,,1,0,S
1,7,8220,,52,-1,3,S
0,71,8220,,,-2,0,S
0,46,8220,3509,,1,0,S
1,36,8220,1943,,1,0,S
1,85,8220,,,-2,0,S
0,6,8221,,18,-1,3,S
0,28,8221,2266,,1,0,S
0,81,8221,,,-2,0,S
0,63,8221,2998,,1,0,S
0,25,8222,,,0,0,S
0,78,8223,,,-2,0,S
1,4,8223,,12,-1,4,S
1,37,8224,2403,,1,0,S
0,79,8224,,,-2,0,S
0,44,8224,4100,,1,0,S
1,84,8225,,,-2,0,S
0,84,8225,,,-2,0,S
0,13,8225,,1,-1,2,S
0,94,8225,,,-2,0,S
1,27,8225,,,0,0,S
1,77,8226,,,-2,0,S
0,87,8226,,,-2,0,S
0,87,8226,,,-2,0,S
1,92,8226,,,-2,0,S
1,16,8228,,18,-1,1,S
0,56,8228,3963,,1,0,S
1,9,8229,,55,-1,3,S
1,73,8229,,,-2,0,S
1,33,8230,997,,1,0,S
1,76,8230,,,-2,0,S
0,3,8230,,30,-1,5,S
0,26,8231,4178,,1,0,S
1,67,8231,,,-2,0,S
1,34,8231,1175,,1,0,S
1,23,8231,1930,,1,0,S
0,42,8231,1935,,1,0,S
0,17,8231,,46,-1,1,S
1,99,8232,,,-2,0,S
0,74,8232,,,-2,0,S
0,77,8232,,,-2,0,S
1,48,8233,,,0,0,S
1,1,8233,,18,-1,6,S
1,73,8233,,,-2,0,S
1,54,8233,603,,1,0,S
1,42,8234,4424,,1,0,S
1,87,8234,,,-2,0,S
0,15,8235,,59,-1,1,S
1,38,8235,,,0,0,S
1,12,8235,,44,-1,2,S
0,83,8236,,,-2,0,S
1,90,8236,,,-2,0,S
1,95,8236,,,-2,0,S
0,43,8236,2054,,1,0,S
1,39,8236,,,0,0,S
1,10,8237,,50,-1,3,S
0,19,8237,3860,,1,0,S
0,99,8237,,,-2,0,S
0,16,8238,,3,-1,1,S
1,96,8238,,,-2,0,S
0,17,8239,,61,-1,1,S
0,4,8240,,18,-1,4,S
1,63,8240,4210,,1,0,S
0,47,8240,1276,,1,0,S
1,42,8240,1191,,1,0,S
0,35,8241,2848,,1,0,S
1,79,8241,,,-2,0,S
0,97,8241,,,-2,0,S
1,82,8241,,,-2,0,S
1,31,8241,395,,1,0,S
1,15,8241,,17,-1,1,S
0,43,8242,3532,,1,0,S
1,46,8243,,,0,0,S
0,4,8243,,23,-1,4,S
1,20,8243,2019,,1,0,S
0,64,8243,2098,,1,0,S
1,57,8244,1828,,1,0,S
1,55,8244,,,0,0,S
0,97,8244,,,-2,0,S
0,77,8244,,,-2,0,S
0,89,8245,,,-2,0,S
1,49,8245,,,0,0,S
0,10,8245,,50,-1,3,S
0,64,8245,4383,,1,0,S
1,90,8245,,,-2,0,S
0,36,8247,4516,,1,0,S
1,20,8247,2870,,1,0,S
1,60,8247,1091,,1,0,S
0,71,8249,,,-2,0,S
1,99,8250,,,-2,0,S
1,38,8250,3727,,1,0,S
1,88,8251,,,-2,0,S
1,91,8251,,,-2,0,S
0,70,8252,,,-2,0,S
1,93,8253,,,-2,0,S
0,24,8253,1762,,1,0,S
1,90,8253,,,-2,0,S
1,83,8253,,,-2,0,S
0,57,8254,2446,,1,0,S
1,40,8254,3550,,1,0,S
0,65,8254,3281,,1,0,S
0,78,8254,,,-2,0,S
0,65,8254,592,,1,0,S
1,86,8255,,,-2,0,S
0,61,8255,182,,1,0,S
1,61,8255,3140,,1,0,S
1,62,8255,1215,,1,0,S
0,57,8255,4371,,1,0,S
0,91,8256,,,-2,0,S
0,53,8256,671,,1,0,S
0,20,8256,2157,,1,0,S
0,26,8256,3072,,1,0,S
0,85,8257,,,-2,0,S
0,6,8258,,45,-1,3,S
1,3,8258,,17,-1,5,S
1,81,8258,,,-2,0,S
0,58,8258,,,0,0,S
1,93,8259,,,-2,0,S
1,8,8259,,3,-1,3,S
1,86,8259,,,-2,0,S
0,27,8259,1714,,1,0,S
0,45,8259,51,,1,0,S
1,91,8260,,,-2,0,S
1,74,8260,,,-2,0,S
0,90,8260,,,-2,0,S
1,76,8260,,,-2,0,S
1,28,8260,3978,,1,0,S
1,29,8260,3627,,1,0,S
0,18,8260,3513,,1,0,S
1,98,8260,,,-2,0,S
0,75,8261,,,-2,0,S
0,38,8261,4449,,1,0,S
0,55,8261,4486,,1,0,S
0,7,8262,,36,-1,3,S
0,3,8262,,20,-1,5,S
1,9,8262,,3,-1,3,S
0,55,8262,2457,,1,0,S
0,21,8263,4279,,1,0,S
1,29,8263,1197,,1,0,S
0,30,8263,4216,,1,0,S
1,58,8264,236,,1,0,S
0,16,8264,,11,-1,1,S
0,72,8264,,,-2,0,S
0,94,8264,,,-2,0,S
0,32,8264,3895,,1,0,S
1,75,8265,,,-2,0,S
0,75,8265,,,-2,0,S
1,12,8265,,15,-1,2,S
0,64,8266,1064,,1,0,S
0,58,8266,1642,,1,0,S
1,48,8266,1340,,1,0,S
1,64,8266,4658,,1,0,S
1,93,8266,,,-2,0,S
0,91,8267,,,-2,0,S
0,92,8267,,,-2,0,S
1,38,8268,,,0,0,S
1,44,8268,753,,1,0,S
1,84,8268,,,-2,0,S
1,63,8268,1254,,1,0,S
0,19,8269,3816,,1,0,S
1,78,8269,,,-2,0,S
0,35,8269,3397,,1,0,S
1,11,8269,,50,-1,3,S
1,64,8269,3591,,1,0,S
0,24,8270,4788,,1,0,S
1,58,8270,34,,1,0,S
0,23,8271,1683,,1,0,S
0,71,8271,,,-2,0,S
0,37,8271,4180,,1,0,S
0,66,8271,,,-2,0,S
0,20,8272,202,,1,0,S
1,89,8273,,,-2,0,S
1,72,8273,,,-2,0,S
1,70,8273,,,-2,0,S
1,98,8273,,,-2,0,S
1,75,8274,,,-2,0,S
0,4,8275,,40,-1,4,S
0,70,8275,,,-2,0,S
1,92,8275,,,-2,0,S
1,36,8276,2781,,1,0,S
1,51,8276,1677,,1,0,S
0,96,8277,,,-2,0,S
1,98,8278,,,-2,0,S
0,21,8278,517,,1,0,S
0,33,8278,2223,,1,0,S
1,53,8279,3603,,1,0,S
1,74,8279,,,-2,0,S
0,76,8279,,,-2,0,S
1,82,8279,,,-2,0,S
1,91,8280,,,-2,0,S
1,2,8280,,63,-1,5,S
0,37,8280,1261,,1,0,S
1,36,8280,665,,1,0,S
0,63,8280,4666,,1,0,S
1,66,8281,,,-2,0,S
0,18,8281,4699,,1,0,S
0,55,8282,2707,,1,0,S
1,81,8282,,,-2,0,S
1,48,8282,2750,,1,0,S
0,5,8283,,48,-1,4,S
0,96,8283,,,-2,0,S
0,31,8283,3337,,1,0,S
1,9,8283,,52,-1,3,S
0,53,8283,3551,,1,0,S
0,64,8284,3328,,1,0,S
1,0,8284,,7,-1,6,S
1,21,8284,3343,,1,0,S
1,15,8284,,64,-1,1,S
0,44,8285,1600,,1,0,S
0,45,8285,2213,,1,0,S
0,79,8285,,,-2,0,S
0,32,8285,3598,,1,0,S
1,12,8286,,4,-1,2,S
1,12,8286,,17,-1,2,S
1,82,8286,,,-2,0,S
1,31,8286,3146,,1,0,S
0,52,8287,653,,1,0,S
1,75,8287,,,-2,0,S
0,5,8288,,21,-1,4,S
1,71,8288,,,-2,0,S
1,50,8288,1674,,1,0,S
1,56,8288,2476,,1,0,S
1,2,8288,,1,-1,5,S
1,96,8288,,,-2,0,S
1,32,8288,3824,,1,0,S
0,37,8288,,,0,0,S
0,7,8289,,50,-1,3,S
0,3,8289,,53,-1,5,S
1,49,8289,1346,,1,0,S
0,96,8290,,,-2,0,S
0,10,8290,,47,-1,3,S
0,82,8290,,,-2,0,S
1,24,8290,321,,1,0,S
1,81,8290,,,-2,0,S
1,59,8290,899,,1,0,S
0,3,8290,,54,-1,5,S
1,61,8290,331,,1,0,S
1,71,8291,,,-2,0,S
0,75,8291,,,-2,0,S
1,53,8292,1278,,1,0,S
1,68,8292,,,-2,0,S
1,92,8292,,,-2,0,S
0,56,8292,913,,1,0,S
0,54,8292,4365,,1,0,S
0,85,8293,,,-2,0,S
0,7,8293,,19,-1,3,S
1,49,8294,4156,,1,0,S
0,15,8294,,48,-1,1,S
1,92,8295,,,-2,0,S
1,15,8295,,1,-1,1,S
1,78,8295,,,-2,0,S
1,15,8296,,52,-1,1,S
1,35,8296,3051,,1,0,S
0,17,8296,,8,-1,1,S
1,99,8297,,,-2,0,S
1,33,8297,608,,1,0,S
0,67,8298,,,-2,0,S
0,29,8298,4274,,1,0,S
0,3,8298,,35,-1,5,S
1,72,8299,,,-2,0,S
1,81,8299,,,-2,0,S
1,69,8299,,,-2,0,S
0,57,8300,1386,,1,0,S
1,59,8300,2457,,1,0,S
1,59,8301,2029,,1,0,S
1,2,8301,,4,-1,5,S
0,68,8301,,,-2,0,S
1,58,8301,,,0,0,S
0,14,8302,,29,-1,2,S
0,77,8302,,,-2,0,S
1,57,8302,3716,,1,0,S
0,92,8302,,,-2,0,S
1,63,8302,,,0,0,S
0,14,8303,,19,-1,2,S
0,95,8304,,,-2,0,S
0,92,8305,,,-2,0,S
1,84,8305,,,-2,0,S
1,94,8305,,,-2,0,S
0,82,8306,,,-2,0,S
0,42,8306,2476,,1,0,S
0,72,8306,,,-2,0,S
0,12,8307,,47,-1,2,S
1,66,8307,,,-2,0,S
0,9,8308,,26,-1,3,S
0,82,8308,,,-2,0,S
0,29,8308,1877,,1,0,S
0,11,8309,,20,-1,3,S
1,78,8309,,,-2,0,S
1,79,8309,,,-2,0,S
0,84,8309,,,-2,0,S
0,17,8310,,30,-1,1,S
0,16,8310,,61,-1,1,S
0,42,8310,2672,,1,0,S
1,76,8310,,,-2,0,S
0,51,8311,4278,,1,0,S
1,98,8311,,,-2,0,S
1,70,8311,,,-2,0,S
0,35,8311,3861,,1,0,S
1,27,8311,489,,1,0,S
0,54,8312,3993,,1,0,S
1,80,8312,,,-2,0,S
1,28,8313,,,0,0,S
1,99,8313,,,-2,0,S
1,69,8313,,,-2,0,S
1,98,8314,,,-2,0,S
0,8,8314,,45,-1,3,S
0,39,8314,1946,,1,0,S
0,76,8314,,,-2,0,S
1,48,8314,537,,1,0,S
0,10,8314,,64,-1,3,S
0,77,8315,,,-2,0,S
0,21,8315,2106,,1,0,S
1,25,8316,3077,,1,0,S
0,84,8316,,,-2,0,S
0,75,8316,,,-2,0,S
1,67,8316,,,-2,0,S
1,70,8316,,,-2,0,S
1,5,8317,,24,-1,4,S
0,55,8317,2548,,1,0,S
1,12,8317,,29,-1,2,S
0,80,8318,,,-2,0,S
1,82,8318,,,-2,0,S
1,66,8318,,,-2,0,S
1,6,8319,,38,-1,3,S
0,89,8319,,,-2,0,S
0,55,8319,2354,,1,0,S
1,80,8319,,,-2,0,S
1,85,8319,,,-2,0,S
1,98,8320,,,-2,0,S
0,46,8320,,,0,0,S
0,48,8320,2265,,1,0,S
1,2,8320,,36,-1,5,S
0,50,8320,435,,1,0,S
1,23,8320,1701,,1,0,S
1,80,8321,,,-2,0,S
0,74,8321,,,-2,0,S
0,91,8321,,,-2,0,S
1,69,8322,,,-2,0,S
1,60,8322,232,,1,0,S
1,58,8322,1561,,1,0,S
1,45,8322,2571,,1,0,S
1,96,8322,,,-2,0,S
0,68,8322,,,-2,0,S
1,58,8322,2003,,1,0,S
0,11,8323,,45,-1,3,S
0,69,8323,,,-2,0,S
1,13,8324,,26,-1,2,S
0,45,8324,1017,,1,0,S
0,69,8324,,,-2,0,S
1,51,8324,4789,,1,0,S
0,91,8325,,,-2,0,S
1,64,8325,,,0,0,S
0,49,8325,,,0,0,S
1,39,8325,3061,,1,0,S
1,60,8326,1568,,1,0,S
1,26,8326,,,0,0,S
1,31,8326,1817,,1,0,S
1,17,8326,,64,-1,1,S
1,57,8326,3503,,1,0,S
0,95,8327,,,-2,0,S
0,89,8327,,,-2,0,S
0,33,8328,682,,1,0,S
0,59,8328,2750,,1,0,S
1,34,8328,2045,,1,0,S
1,21,8328,2593,,1,0,S
1,97,8328,,,-2,0,S
0,6,8329,,21,-1,3,S
1,35,8329,2233,,1,0,S
1,49,8329,3043,,1,0,S
0,64,8329,431,,1,0,S
1,85,8330,,,-2,0,S
1,45,8330,4272,,1,0,S
1,32,8330,1612,,1,0,S
1,50,8330,184,,1,0,S
1,43,8331,1630,,1,0,S
1,89,8331,,,-2,0,S
0,14,8331,,43,-1,2,S
1,93,8331,,,-2,0,S
0,37,8332,1687,,1,0,S
1,20,8332,3301,,1,0,S
0,76,8332,,,-2,0,S
1,0,8332,,15,-1,6,S
1,97,8332,,,-2,0,S
0,89,8333,,,-2,0,S
0,68,8333,,,-2,0,S
1,79,8333,,,-2,0,S
0,77,8333,,,-2,0,S
0,83,8333,,,-2,0,S
1,15,8333,,13,-1,1,S
1,65,8334,4007,,1,0,S
1,90,8334,,,-2,0,S
1,1,8334,,5,-1,6,S
0,39,8334,130,,1,0,S
1,54,8335,1924,,1,0,S
0,44,8335,597,,1,0,S
1,87,8335,,,-2,0,S
0,6,8335,,8,-1,3,S
0,25,8336,4397,,1,0,S
1,23,8336,1437,,1,0,S
0,24,8336,354,,1,0,S
1,63,8336,,,0,0,S
1,39,8336,4326,,1,0,S
0,75,8337,,,-2,0,S
1,15,8337,,62,-1,1,S
0,88,8338,,,-2,0,S
1,19,8338,3423,,1,0,S
0,68,8338,,,-2,0,S
0,55,8339,258,,1,0,S
1,90,8339,,,-2,0,S
0,13,8340,,64,-1,2,S
0,27,8340,880,,1,0,S
0,67,8340,,,-2,0,S
1,46,8340,,,0,0,S
1,26,8340,935,,1,0,S
1,35,8340,2851,,1,0,S
1,83,8341,,,-2,0,S
0,42,8341,343,,1,0,S
0,70,8341,,,-2,0,S
0,80,8342,,,-2,0,S
0,58,8342,500,,1,0,S
1,23,8342,1419,,1,0,S
0,21,8342,3981,,1,0,S
0,34,8342,566,,1,0,S
0,41,8342,2023,,1,0,S
0,21,8343,853,,1,0,S
0,56,8343,4429,,1,0,S
1,74,8344,,,-2,0,S
1,36,8344,175,,1,0,S
0,89,8345,,,-2,0,S
1,88,8345,,,-2,0,S
1,88,8345,,,-2,0,S
1,20,8346,4372,,1,0,S
1,5,8346,,57,-1,4,S
0,0,8347,,4,-1,6,S
1,88,8347,,,-2,0,S
1,39,8347,3965,,1,0,S
0,7,8348,,37,-1,3,S
1,45,8348,4698,,1,0,S
0,80,8348,,,-2,0,S
1,50,8349,4175,,1,0,S
1,42,8349,3403,,1,0,S
1,20,8350,3358,,1,0,S
1,20,8350,3447,,1,0,S
0,66,8350,,,-2,0,S
1,85,8350,,,-2,0,S
1,79,8351,,,-2,0,S
0,74,8351,,,-2,0,S
1,96,8351,,,-2,0,S
1,81,8351,,,-2,0,S
0,20,8351,3039,,1,0,S
1,70,8352,,,-2,0,S
1,68,8352,,,-2,0,S
1,36,8352,2229,,1,0,S
1,16,8352,,57,-1,1,S
1,7,8352,,16,-1,3,S
1,20,8353,4727,,1,0,S
1,81,8353,,,-2,0,S
0,55,8354,2175,,1,0,S
0,66,8354,,,-2,0,S
1,21,8354,1045,,1,0,S
1,87,8354,,,-2,0,S
1,48,8354,2511,,1,0,S
0,41,8355,1817,,1,0,S
0,88,8355,,,-2,0,S
1,64,8355,3155,,1,0,S
1,83,8355,,,-2,0,S
0,54,8356,3636,,1,0,S
0,46,8356,434,,1,0,S
1,10,8357,,56,-1,3,S
